# Name            20cm_box   20cm_blended   20cm_dbl_ext   20cm_confused   MACHO_det   WISE_det   MCELS_det   Koz1_det   Koz3_det   SixDf_det  
  044451-674636   true       false          false          false           false       true       false       false      false      false      
  044451-641723   true       false          false          false           false       false      false       false      false      false      
  044452-642720   true       false          false          false           false       false      false       false      false      false      
  044454-652954   true       false          false          false           false       false      false       false      false      false      
  044455-672937   true       false          false          false           false       true       false       true       false      false      
  044455-632119   true       false          false          false           false       false      false       false      false      false      
  044457-680857   true       false          false          false           false       false      false       false      false      false      
  044458-635632   true       false          false          false           false       false      false       false      false      false      
  044458-703031   true       false          false          false           false       false      false       false      false      false      
  044458-663549   true       false          false          false           false       true       false       false      false      false      
  044500-643336   true       false          false          false           false       true       false       false      false      false      
  044503-642747   true       false          false          false           false       false      false       false      false      false      
  044504-635453   true       false          false          false           false       false      false       false      false      false      
  044504-725648   true       false          false          false           false       true       false       false      false      false      
  044505-735011   true       false          false          false           false       false      false       false      false      false      
  044506-690223   true       false          false          false           false       false      false       false      false      false      
  044509-732322   true       false          false          false           false       false      false       false      false      false      
  044509-695521   true       false          false          false           false       true       false       false      false      false      
  044510-662125   true       false          false          false           false       false      false       false      false      false      
  044511-671726   true       false          false          false           false       false      false       false      false      false      
  044512-722141   true       false          false          false           false       false      false       false      false      false      
  044512-691723   true       false          false          false           false       false      false       false      false      false      
  044512-654707   true       false          false          false           false       true       false       false      false      false      
  044513-725429   true       false          false          false           false       true       false       false      false      false      
  044513-624402   false      false          false          false           false       true       false       false      false      false      
  044514-655806   true       false          false          false           false       false      false       false      false      false      
  044515-641114   true       false          false          false           false       false      false       false      false      false      
  044515-700010   true       false          false          false           false       false      false       false      false      false      
  044516-664238   true       false          false          false           false       true       false       false      false      false      
  044518-701539   true       true           false          false           false       false      false       false      false      false      
  044519-625838   true       false          false          false           false       false      false       false      false      false      
  044520-630431   true       false          true           false           false       false      false       false      false      false      
  044521-700500   true       false          false          false           false       false      false       false      false      false      
  044521-701518   true       true           true           false           false       false      false       false      false      false      
  044522-724433   true       false          false          false           false       false      false       false      false      false      
  044524-660010   true       false          false          false           false       false      false       false      false      false      
  044524-711105   true       false          false          false           false       false      false       false      false      false      
  044527-683307   true       false          false          false           false       false      false       false      false      false      
  044529-733151   true       false          false          false           false       false      false       false      false      false      
  044530-680217   true       false          false          false           false       false      false       false      false      false      
  044531-684803   true       false          false          false           false       false      false       false      false      false      
  044532-661429   true       false          false          false           false       true       false       false      false      false      
  044533-634915   true       false          false          false           false       false      false       false      false      false      
  044534-655933   true       false          false          false           false       false      false       false      false      false      
  044534-705108   true       true           false          false           false       false      false       false      false      false      
  044534-662540   true       false          false          false           false       false      false       false      false      false      
  044534-651959   true       false          false          false           false       true       false       false      false      false      
  044535-624725   true       false          false          false           false       false      false       false      false      false      
  044537-685946   true       false          false          false           false       true       false       true       true       false      
  044540-711005   true       false          false          false           false       false      false       false      false      false      
  044541-691220   true       false          false          false           false       false      false       false      false      false      
  044541-724836   true       false          false          false           false       false      false       false      false      false      
  044541-625658   true       false          false          false           false       false      false       false      false      false      
  044541-681238   true       false          false          false           false       false      false       false      false      false      
  044542-653550   true       false          false          false           false       false      false       false      false      false      
  044542-735807   true       false          false          false           false       false      false       false      false      false      
  044543-680052   true       false          false          false           false       false      false       false      false      false      
  044543-694502   true       false          false          false           false       false      false       false      false      false      
  044544-652209   true       false          false          false           false       true       false       false      false      false      
  044545-685054   true       false          false          false           false       false      false       false      false      false      
  044545-735958   true       false          false          false           false       false      false       false      false      false      
  044546-705007   true       false          false          false           false       false      false       false      false      false      
  044546-703235   true       false          false          false           false       true       false       false      false      false      
  044547-705236   true       false          false          false           false       false      false       false      false      false      
  044548-672205   true       false          false          false           false       true       false       false      false      false      
  044549-690508   true       false          false          false           false       false      false       false      false      false      
  044550-723725   true       false          false          false           false       false      false       false      false      false      
  044551-701527   true       false          false          false           false       false      false       false      false      false      
  044552-632057   true       false          false          false           false       false      false       false      false      false      
  044552-732706   true       false          false          false           false       true       false       false      false      false      
  044552-685635   true       false          false          false           false       true       false       false      false      false      
  044553-722002   true       false          false          false           false       false      false       false      false      false      
  044554-641008   true       false          false          false           false       false      false       false      false      false      
  044557-682644   true       false          false          false           false       false      false       false      false      false      
  044558-661732   true       false          false          false           false       true       false       false      false      false      
  044559-653509   true       false          false          false           false       false      false       false      false      false      
  044600-631347   true       false          false          false           false       true       false       false      false      false      
  044601-673211   true       false          false          false           false       false      false       false      false      false      
  044602-723404   true       false          false          false           false       false      false       false      false      false      
  044602-662417   true       false          false          false           false       true       false       false      false      false      
  044603-631807   true       false          false          false           false       true       false       false      false      false      
  044604-705005   true       false          false          false           false       true       false       false      false      false      
  044605-664436   true       false          false          false           false       false      false       false      false      false      
  044606-661838   true       false          false          false           false       false      false       false      false      false      
  044606-694744   true       false          false          false           false       false      false       false      false      false      
  044608-712709   true       false          false          false           false       false      false       false      false      false      
  044610-705507   true       false          false          false           false       false      true        false      false      false      
  044611-720511   true       false          false          false           false       false      false       false      false      false      
  044611-674914   true       false          false          false           false       true       false       false      false      false      
  044612-685919   true       false          false          false           false       false      false       false      false      false      
  044612-693857   true       false          false          false           false       false      false       false      false      false      
  044613-731836   true       false          false          false           false       false      false       false      false      false      
  044614-645247   true       false          false          false           false       true       false       false      false      false      
  044614-632206   true       false          false          false           false       false      false       false      false      false      
  044614-682246   true       false          false          false           false       false      true        false      false      false      
  044617-635023   true       false          false          false           false       false      false       false      false      false      
  044618-624906   true       false          false          false           false       true       false       false      false      false      
  044618-722518   true       false          false          false           false       true       false       false      false      false      
  044621-631724   true       false          false          false           false       false      false       false      false      false      
  044622-710212   true       false          true           false           false       true       true        false      false      false      
  044623-710214   true       false          true           false           false       false      false       false      false      false      
  044623-650347   true       false          false          false           false       false      false       false      false      false      
  044623-630215   true       false          false          false           false       false      false       false      false      false      
  044625-661300   true       false          false          false           false       false      false       false      false      false      
  044626-732529   true       false          false          false           false       false      false       false      false      false      
  044627-681807   true       false          false          false           false       true       false       false      false      false      
  044628-642005   true       false          true           false           false       true       false       false      false      false      
  044628-631615   true       false          false          false           false       false      false       false      false      false      
  044629-633527   true       false          false          false           false       true       false       false      false      false      
  044629-693102   true       false          false          false           false       false      false       false      false      false      
  044629-710827   true       false          false          false           false       true       true        true       false      false      
  044630-652250   true       false          false          false           false       false      false       false      false      false      
  044630-693232   true       false          false          false           false       false      false       false      false      false      
  044630-663903   true       false          false          false           false       false      false       false      false      false      
  044631-671953   true       false          false          false           false       false      false       false      false      false      
  044632-732246   true       false          false          false           false       false      false       false      false      false      
  044632-652751   true       false          false          false           false       false      false       false      false      false      
  044634-675856   true       false          false          false           false       true       false       true       true       false      
  044635-701420   true       false          false          false           false       false      false       false      false      false      
  044638-661704   true       false          false          false           false       false      false       false      false      false      
  044639-623132   false      false          false          false           false       false      false       false      false      false      
  044639-632939   true       false          false          false           false       false      false       false      false      false      
  044640-721505   true       false          false          false           false       true       false       false      false      false      
  044644-634630   true       false          false          false           false       false      false       false      false      false      
  044645-630628   true       false          false          false           false       false      false       false      false      false      
  044645-630152   true       false          false          false           false       true       false       false      false      false      
  044646-631538   true       false          false          false           false       true       false       false      false      false      
  044646-625510   true       false          false          false           false       false      false       false      false      false      
  044647-631838   true       false          false          false           false       true       false       false      false      false      
  044648-630020   true       false          false          false           false       false      false       false      false      false      
  044652-675823   true       false          false          false           false       false      true        false      false      false      
  044652-714246   true       false          false          false           false       false      false       false      false      false      
  044654-684242   true       false          false          false           false       false      false       false      false      false      
  044654-633038   true       false          false          false           false       false      false       false      false      false      
  044655-723221   true       false          false          false           false       false      false       false      false      false      
  044655-692942   true       false          false          false           false       false      true        false      false      false      
  044656-683116   true       false          false          false           false       false      false       false      false      false      
  044657-671836   true       false          false          false           false       false      false       false      false      false      
  044657-740756   true       false          false          false           false       false      false       false      false      false      
  044658-671356   true       false          false          false           false       false      false       false      false      false      
  044658-632136   true       false          false          false           false       false      false       false      false      false      
  044659-623140   false      false          false          false           false       true       false       false      false      false      
  044701-690150   true       false          false          false           false       false      false       false      false      false      
  044703-715841   true       false          false          false           false       false      false       false      false      false      
  044704-693918   true       false          false          false           false       false      false       false      false      false      
  044706-665422   true       false          false          false           false       false      true        false      false      false      
  044706-632415   true       false          false          false           false       false      false       false      false      false      
  044706-663354   true       false          false          false           false       true       false       false      false      false      
  044707-711104   true       false          false          false           false       false      false       false      false      false      
  044707-645743   true       false          false          false           false       false      false       false      false      false      
  044710-673351   true       false          false          false           false       false      false       false      false      false      
  044710-675049   true       false          false          false           false       true       false       false      false      false      
  044711-682400   true       false          false          false           false       false      false       false      false      false      
  044712-732601   true       false          false          false           false       false      false       false      false      false      
  044712-730638   true       false          false          false           false       false      false       false      false      false      
  044713-730236   true       false          false          false           false       false      false       false      false      false      
  044713-623913   false      false          false          false           false       false      false       false      false      false      
  044714-632648   true       false          false          false           false       true       false       false      false      false      
  044714-691530   true       true           false          false           false       false      false       false      false      false      
  044716-695551   true       false          false          false           false       false      false       false      false      false      
  044717-633032   true       false          false          false           false       true       false       false      false      false      
  044717-730906   true       false          false          false           false       false      false       false      false      false      
  044719-703331   true       false          false          false           false       false      false       false      false      false      
  044720-684937   true       false          false          false           false       false      false       false      false      false      
  044720-635414   true       false          false          false           false       false      false       false      false      false      
  044721-664104   true       false          false          false           false       false      false       false      false      false      
  044721-625854   true       false          false          false           false       false      false       false      false      false      
  044723-624618   false      false          false          false           false       false      false       false      false      false      
  044723-702841   true       false          false          false           false       false      false       false      false      false      
  044724-691546   true       true           false          false           false       false      false       false      false      false      
  044724-674314   true       false          false          false           false       false      false       false      false      false      
  044725-671552   true       false          false          false           false       false      false       false      false      false      
  044726-740214   true       false          false          false           false       false      false       false      false      false      
  044729-641205   true       false          false          false           false       false      false       false      false      false      
  044729-731552   true       false          false          false           false       false      false       false      false      false      
  044730-711809   true       false          false          false           false       false      false       false      false      false      
  044733-635136   true       false          false          false           false       false      false       false      false      false      
  044734-730955   true       false          false          false           false       false      false       false      false      false      
  044734-632257   true       false          false          false           false       true       false       false      false      false      
  044735-661438   true       false          false          false           false       false      false       false      false      false      
  044735-661858   true       false          false          false           false       false      false       false      false      false      
  044735-714310   true       false          false          false           false       false      false       false      false      false      
  044735-665032   true       false          true           false           false       false      false       false      false      false      
  044738-703426   true       false          false          false           false       false      false       false      false      false      
  044738-641231   true       false          false          false           false       false      false       false      false      false      
  044738-665627   true       false          true           false           false       false      false       false      false      false      
  044742-694120   true       false          false          false           false       false      false       false      false      false      
  044743-683002   true       false          false          false           false       false      false       false      false      false      
  044745-711143   true       false          false          false           false       false      false       false      false      false      
  044745-725429   true       false          false          false           false       false      false       false      false      false      
  044746-702742   true       false          false          false           false       false      false       false      false      false      
  044746-654118   true       false          false          false           false       false      false       false      false      false      
  044746-704843   true       false          true           false           false       false      false       false      false      false      
  044747-653432   true       false          false          false           false       false      false       false      false      false      
  044748-630255   true       false          false          false           false       false      false       false      false      false      
  044749-722306   true       false          false          false           false       true       false       false      false      false      
  044750-693908   true       false          false          false           false       false      false       false      false      false      
  044750-692107   true       false          false          false           false       false      false       false      false      false      
  044756-665132   true       false          false          false           false       false      false       false      false      false      
  044757-673350   true       false          false          false           false       false      false       false      false      false      
  044759-704950   true       false          false          false           false       true       false       false      false      false      
  044759-721155   true       false          false          false           false       false      false       false      false      false      
  044800-692532   true       false          false          false           false       false      false       false      false      false      
  044801-675305   true       false          false          false           false       false      false       false      false      false      
  044802-651736   true       false          false          false           false       false      false       false      false      false      
  044804-645210   true       false          false          false           false       false      false       false      false      false      
  044804-733736   true       false          false          false           false       false      false       false      false      false      
  044805-712826   true       false          false          false           false       false      false       false      false      false      
  044805-734231   true       false          false          false           false       false      false       false      false      false      
  044806-731033   true       false          false          false           false       true       false       false      false      false      
  044807-701405   true       false          false          false           false       false      false       false      false      false      
  044807-683628   true       false          false          false           false       false      false       false      false      false      
  044807-684631   true       false          false          false           false       false      false       false      false      false      
  044807-661940   true       false          false          false           false       false      false       false      false      false      
  044808-743547   false      false          false          false           false       false      false       false      false      false      
  044809-703142   true       false          false          false           false       false      false       false      false      false      
  044810-643703   true       false          false          false           false       true       false       false      false      false      
  044814-641047   true       false          false          false           false       false      false       false      false      false      
  044815-715823   true       false          false          false           false       true       false       false      false      false      
  044815-632748   true       false          false          false           false       false      false       false      false      false      
  044816-731740   true       false          false          false           false       true       false       false      false      false      
  044817-722332   true       false          false          false           false       false      false       false      false      false      
  044818-703804   true       false          false          false           false       false      false       false      false      false      
  044818-631349   true       false          false          false           false       true       false       false      false      false      
  044820-645546   true       false          false          false           false       false      false       false      false      false      
  044820-663328   true       false          false          false           false       false      false       false      false      false      
  044821-654554   true       false          false          false           false       false      false       false      false      false      
  044821-682922   true       false          false          false           false       false      false       false      false      false      
  044821-702209   true       false          false          false           false       false      false       false      false      false      
  044824-735458   true       false          false          false           false       false      false       false      false      false      
  044826-714350   true       false          false          false           false       true       false       false      false      false      
  044826-712812   true       false          false          false           false       false      false       false      false      false      
  044827-684142   true       false          false          false           false       false      false       false      false      false      
  044829-691804   true       false          false          false           false       false      false       false      false      false      
  044830-632005   true       false          false          false           false       false      false       false      false      false      
  044831-672401   true       false          false          false           false       false      false       false      false      false      
  044831-655359   true       false          false          false           false       false      false       false      false      false      
  044834-724912   true       false          false          false           false       false      false       false      false      false      
  044834-661721   true       false          false          false           false       false      false       false      false      false      
  044835-725747   true       false          false          false           false       false      false       false      false      false      
  044835-713903   true       false          false          false           false       false      false       false      false      false      
  044836-724338   true       false          false          false           false       true       false       false      false      false      
  044838-635224   true       false          false          false           false       false      false       false      false      false      
  044840-654109   true       false          false          false           false       false      false       false      false      false      
  044842-633603   true       false          false          false           false       false      false       false      false      false      
  044842-641841   true       false          false          false           false       false      false       false      false      false      
  044844-633800   true       false          false          false           false       false      false       false      false      false      
  044844-701306   true       false          false          false           false       false      false       false      false      false      
  044844-735147   true       false          false          false           false       false      false       false      false      false      
  044846-630245   true       false          false          false           false       false      false       false      false      false      
  044848-741733   true       false          false          false           false       false      false       false      false      false      
  044850-640651   true       false          false          false           false       false      false       false      false      false      
  044850-633210   true       false          true           false           false       false      false       false      false      false      
  044851-634645   true       false          false          false           false       true       false       false      false      false      
  044851-744034   false      false          false          false           false       false      false       false      false      false      
  044852-642940   true       false          true           false           false       false      false       false      false      false      
  044852-632343   true       false          false          false           false       false      false       false      false      false      
  044854-690941   true       false          false          false           false       false      false       false      false      false      
  044855-692941   true       false          false          false           false       false      false       false      false      false      
  044856-645520   true       false          false          false           false       false      false       false      false      false      
  044856-722111   true       false          true           false           false       false      false       false      false      false      
  044858-641142   true       false          false          false           false       true       false       false      false      false      
  044859-743534   false      false          false          false           false       true       false       false      false      false      
  044900-702802   true       false          false          false           false       false      false       false      false      false      
  044901-663334   true       false          false          false           false       false      false       false      false      false      
  044902-723457   true       false          false          false           false       false      false       false      false      false      
  044903-705206   true       false          false          false           false       false      false       false      false      false      
  044904-672243   true       false          false          false           false       false      false       false      false      false      
  044905-655912   true       false          false          false           false       false      false       false      false      false      
  044907-682414   true       false          true           false           false       false      false       false      false      false      
  044908-633621   true       false          false          false           false       false      false       false      false      false      
  044910-635140   true       false          false          false           false       true       false       false      false      false      
  044911-650029   true       false          false          false           false       false      false       false      false      false      
  044913-722713   true       false          false          false           false       false      false       false      false      false      
  044914-630321   true       false          false          false           false       false      false       false      false      false      
  044915-672329   true       false          false          false           false       false      false       false      false      false      
  044916-733417   true       false          false          false           false       true       false       false      false      false      
  044918-695510   true       false          false          false           false       false      false       false      false      false      
  044920-630644   true       false          false          false           false       false      false       false      false      false      
  044920-712603   true       false          false          false           false       false      false       false      false      false      
  044923-675029   true       false          false          false           false       false      false       false      false      false      
  044924-635232   true       false          false          false           false       true       false       false      false      false      
  044925-675254   true       false          false          false           false       false      false       false      false      false      
  044925-644206   true       false          false          false           false       false      false       false      false      false      
  044925-734052   true       false          false          false           false       false      false       false      false      false      
  044926-653449   true       false          false          false           false       false      false       false      false      false      
  044927-681452   true       false          false          false           false       false      false       false      false      false      
  044928-722727   true       false          false          false           false       false      false       false      false      false      
  044928-692633   true       false          false          false           false       false      false       false      false      false      
  044928-634112   true       false          false          false           false       false      false       false      false      false      
  044929-744442   false      false          false          false           false       false      false       false      false      false      
  044929-643328   true       false          false          false           false       false      false       false      false      false      
  044930-673620   true       false          false          false           false       false      false       false      false      false      
  044931-701850   true       false          false          false           false       false      true        false      false      false      
  044931-730125   true       false          false          false           false       false      false       false      false      false      
  044931-624347   false      false          false          false           false       false      false       false      false      false      
  044932-661255   true       false          false          false           false       false      false       false      false      false      
  044933-700132   true       false          false          false           false       true       false       false      false      false      
  044933-674417   true       false          false          false           false       false      false       false      false      false      
  044934-632313   true       false          false          false           false       false      false       false      false      false      
  044934-721642   true       false          true           false           false       false      false       false      false      false      
  044935-684429   true       false          false          false           false       false      false       false      false      false      
  044936-664127   true       false          false          false           false       false      false       false      false      false      
  044936-675353   true       false          false          false           false       false      false       false      false      false      
  044938-634406   true       false          false          false           false       false      false       false      false      false      
  044938-650502   true       false          false          false           false       true       false       false      false      false      
  044939-680051   true       false          false          false           false       false      false       false      false      false      
  044940-710227   true       false          false          false           false       false      false       false      false      false      
  044940-702021   true       false          false          false           false       false      false       false      false      false      
  044940-652006   true       false          false          false           false       false      false       false      false      false      
  044943-731801   true       false          true           false           false       false      false       false      false      false      
  044943-661100   true       false          false          false           false       false      false       false      false      false      
  044944-642219   true       false          false          false           false       false      false       false      false      false      
