# Name            20cm_box   20cm_blended   20cm_dbl_ext   20cm_confused   MACHO_det   WISE_det   MCELS_det   Koz1_det   Koz3_det   SixDf_det  
  051843-655948   true       false          true           false           false       false      false       false      false      false      
  051844-635635   true       false          false          false           false       false      false       false      false      false      
  051845-663400   true       false          false          false           false       false      false       false      false      false      
  051845-730145   true       false          false          false           false       false      false       false      false      false      
  051846-695208   true       false          false          false           false       false      false       false      false      false      
  051847-715446   true       false          false          false           false       false      false       false      false      false      
  051849-701005   true       false          false          false           false       false      false       false      false      false      
  051850-730008   true       false          false          false           false       false      false       false      false      false      
  051850-674059   true       false          false          false           false       false      false       false      false      false      
  051852-651852   true       false          false          false           false       false      false       false      false      false      
  051853-670857   true       false          false          false           false       true       false       true       false      false      
  051854-741447   true       false          false          false           false       true       false       false      false      false      
  051855-652440   true       false          false          false           false       false      false       false      false      false      
  051857-643744   true       false          true           false           false       false      false       false      false      false      
  051857-643508   true       false          false          false           false       false      false       false      false      false      
  051859-640238   true       false          false          false           false       false      false       false      false      false      
  051900-680156   true       false          true           false           false       true       false       false      false      false      
  051900-635640   true       false          false          false           false       false      false       false      false      false      
  051901-715030   true       false          false          false           false       false      false       false      false      false      
  051902-713428   true       false          false          false           false       false      false       false      false      false      
  051904-700545   true       false          false          false           false       false      false       false      false      false      
  051904-704410   true       false          false          false           false       false      false       false      false      false      
  051906-682135   true       false          false          false           false       false      true        false      false      false      
  051906-714746   true       true           false          false           false       false      false       false      false      false      
  051907-724611   true       false          false          false           false       true       false       false      false      false      
  051908-732308   true       false          false          false           false       false      false       false      false      false      
  051908-724409   true       false          false          false           false       false      false       false      false      false      
  051909-724234   true       false          false          false           false       false      false       false      false      false      
  051909-681543   true       false          false          false           false       true       false       false      false      false      
  051910-652457   true       false          false          false           false       false      false       false      false      false      
  051911-655111   true       false          false          false           false       false      false       false      false      false      
  051913-645559   true       false          false          false           false       false      false       false      false      false      
  051914-641336   true       false          false          false           false       false      false       false      false      false      
  051915-653019   true       false          false          false           false       false      false       false      false      false      
  051916-701416   true       false          false          false           false       false      false       false      false      false      
  051917-650232   true       false          false          false           false       false      false       false      false      false      
  051918-694720   true       false          false          false           false       false      true        false      false      false      
  051918-633240   true       false          false          false           false       true       false       false      false      false      
  051919-663924   true       false          false          false           false       false      false       false      false      false      
  051919-714802   true       true           false          false           false       false      false       false      false      false      
  051920-644058   true       false          false          false           false       true       false       false      false      false      
  051925-685616   true       false          false          false           false       false      false       false      false      false      
  051925-743843   false      false          false          false           false       false      false       false      false      false      
  051925-741044   true       false          true           false           false       false      false       false      false      false      
  051926-674703   true       false          false          false           false       false      false       false      false      false      
  051926-735514   true       false          false          false           false       false      false       false      false      false      
  051927-644037   true       true           false          false           false       false      false       false      false      false      
  051928-652703   true       false          false          false           false       false      false       false      false      false      
  051929-735947   true       false          false          false           false       true       false       false      false      false      
  051930-741340   true       false          false          false           false       false      false       false      false      false      
  051932-734429   true       false          false          false           false       false      false       false      false      false      
  051933-710713   true       false          false          false           false       false      false       false      false      false      
  051934-670852   true       false          false          false           false       false      false       false      false      false      
  051939-674934   true       false          false          false           false       false      true        false      false      false      
  051943-641151   true       false          false          false           false       false      false       false      false      false      
  051943-634017   true       false          false          false           false       true       false       false      false      false      
  051946-631804   true       false          false          false           false       false      false       false      false      false      
  051949-721059   true       false          false          false           false       false      false       false      false      false      
  051950-625153   false      false          false          false           false       false      false       false      false      false      
  051951-731201   true       false          false          false           false       false      false       false      false      false      
  051951-710018   true       false          false          false           false       false      false       false      false      false      
  051952-633743   true       false          false          false           false       false      false       false      false      false      
  051952-632355   true       false          false          false           false       false      false       false      false      false      
  051953-655324   true       false          false          false           false       true       false       false      false      false      
  051954-693104   true       false          false          false           false       true       false       false      false      false      
  051956-630734   true       false          false          false           false       false      false       false      false      false      
  051957-642525   true       false          false          false           false       false      false       false      false      false      
  052000-694647   true       false          false          true            false       false      false       false      false      false      
  052000-711501   true       false          false          false           false       false      false       false      false      false      
  052001-661244   true       false          false          false           false       true       false       false      false      false      
  052001-633956   true       false          false          false           false       false      false       false      false      false      
  052005-694726   true       false          false          false           false       false      false       false      false      false      
  052006-680223   true       false          false          false           false       false      false       false      false      false      
  052007-704152   true       false          false          false           false       false      false       false      false      false      
  052009-665021   true       false          false          false           false       false      false       false      false      false      
  052010-630332   false      false          false          false           false       true       false       false      false      false      
  052011-721851   true       false          false          false           false       false      false       false      false      false      
  052014-692429   true       false          false          false           false       false      false       false      false      false      
  052014-640409   true       false          false          false           false       false      false       false      false      false      
  052017-703547   true       false          false          false           false       false      false       false      false      false      
  052018-654309   true       false          false          false           false       false      false       false      false      false      
  052019-681240   true       true           false          false           false       false      false       false      false      false      
  052019-743323   true       false          false          false           false       false      false       false      false      false      
  052019-735542   true       false          false          false           false       false      false       false      false      false      
  052020-663457   true       false          false          false           false       false      false       false      false      false      
  052020-695538   true       false          false          false           false       false      false       false      false      false      
  052020-643402   true       false          false          false           false       false      false       false      false      false      
  052022-724444   true       false          false          false           false       false      false       false      false      false      
  052022-742230   true       false          false          false           false       false      false       false      false      false      
  052023-652547   true       false          false          false           false       false      false       false      false      false      
  052024-635937a  true       false          false          false           false       false      false       false      false      false      
  052024-635937b  true       false          false          false           false       false      false       false      false      false      
  052024-633624   true       false          false          false           false       false      false       false      false      false      
  052025-704255   true       false          false          false           false       false      false       false      false      false      
  052026-695127   true       false          false          false           false       true       true        false      false      false      
  052027-680053   true       false          false          false           false       false      false       false      false      false      
  052027-625509   false      false          false          false           false       false      false       false      false      false      
  052029-632228   true       false          false          false           false       true       false       false      false      false      
  052029-681209   true       true           false          false           false       false      false       false      false      false      
  052029-713605   true       false          false          false           false       false      false       false      false      false      
  052030-715215   true       false          false          false           false       true       false       false      false      false      
  052031-654653   true       false          false          false           false       false      false       false      false      false      
  052032-711032   true       false          false          false           false       false      false       false      false      false      
  052033-693525   true       false          false          false           false       false      false       false      false      false      
  052033-672612   true       false          false          false           false       true       false       false      false      false      
  052033-633025   true       false          false          false           false       true       false       false      false      false      
  052034-664642   true       false          false          false           false       false      false       false      false      false      
  052039-640217   true       false          false          false           false       false      false       false      false      false      
  052039-663454   true       false          false          false           false       false      false       false      false      false      
  052042-652732   true       false          false          false           false       false      false       false      false      false      
  052043-694442   true       false          false          false           false       true       false       false      false      false      
  052044-703734   true       false          false          false           false       false      false       false      false      false      
  052046-685511   true       false          false          false           false       false      false       false      false      false      
  052047-630936   true       false          false          false           false       false      false       false      false      false      
  052047-724440   true       false          false          false           false       true       false       false      false      false      
  052050-654439   true       false          false          false           false       false      false       false      false      false      
  052051-635544   true       false          false          false           false       false      false       false      false      false      
  052051-731201   true       false          false          false           false       false      false       false      false      false      
  052051-654814   true       false          false          false           false       false      false       false      false      false      
  052052-712357   true       false          false          false           false       true       false       false      false      false      
  052053-641713   true       false          false          false           false       false      false       false      false      false      
  052054-640907   true       false          false          false           false       false      false       false      false      false      
  052055-664132   true       false          false          false           false       false      false       false      false      false      
  052059-661446   true       false          false          false           false       false      false       false      false      false      
  052059-711749   true       false          false          false           false       false      false       false      false      false      
  052101-700630   true       true           false          false           false       false      false       false      false      false      
  052101-662500   true       false          true           false           false       false      false       false      false      false      
  052102-703225   true       false          false          false           false       false      true        false      false      false      
  052103-730944   true       false          false          false           false       false      false       false      false      false      
  052103-655827   true       false          false          false           false       false      false       false      false      false      
  052104-631329   true       false          false          false           false       false      false       false      false      false      
  052104-695939   true       false          false          false           false       false      false       false      false      false      
  052105-644559   true       false          false          false           false       false      false       false      false      false      
  052105-645202   true       false          false          false           false       false      false       false      false      false      
  052105-700721   true       true           false          false           false       false      false       false      false      false      
  052106-723422   true       true           false          false           false       false      false       false      false      false      
  052107-720859   true       false          false          false           false       true       false       false      false      false      
  052108-674330   true       false          false          false           false       false      false       false      false      false      
  052110-650812   true       false          false          false           false       false      true        false      false      false      
  052113-740540   true       false          false          false           false       true       false       false      false      false      
  052114-631234   true       false          false          false           false       false      false       false      false      false      
  052117-723402   true       false          true           false           false       true       false       false      false      false      
  052117-702102   true       false          false          false           false       false      false       false      false      false      
  052117-710219   true       false          false          false           false       false      false       false      false      false      
  052118-694050   true       false          false          false           false       false      false       false      false      false      
  052119-722509   true       false          false          false           false       true       false       false      false      false      
  052119-732455   true       false          true           false           false       true       false       false      false      false      
  052121-725754   true       false          false          false           false       false      false       false      false      false      
  052121-662141   true       false          false          false           false       false      false       false      false      false      
  052122-700210   true       false          false          false           true        true       false       true       false      false      
  052122-671236   true       false          false          false           false       false      false       false      false      false      
  052122-742814   true       false          false          false           false       false      false       false      false      false      
  052123-731854   true       false          false          false           false       false      false       false      false      false      
  052125-632045   true       false          false          false           false       true       false       false      false      false      
  052125-634156   true       false          false          false           false       false      false       false      false      false      
  052126-732027   true       false          false          false           false       true       false       false      false      false      
  052127-652140   true       false          false          false           false       false      false       false      false      false      
  052127-670720   true       false          false          false           false       false      false       false      false      false      
  052127-715848   true       true           false          false           false       false      false       false      false      false      
  052128-715958   true       true           false          false           false       false      false       false      false      false      
  052129-675107   true       false          false          false           false       true       false       false      false      false      
  052130-734907   true       false          false          false           false       false      false       false      false      false      
  052130-731230   true       false          false          false           false       true       false       false      false      false      
  052131-730746   true       false          false          false           false       true       false       false      false      false      
  052134-741026   true       false          false          false           false       false      false       false      false      false      
  052134-694023   true       true           false          false           false       false      false       false      false      false      
  052134-652917   true       false          false          false           false       false      false       false      false      false      
  052136-735716   true       false          false          false           false       false      false       false      false      false      
  052137-641627   true       false          false          false           false       false      false       false      false      false      
  052138-663541   true       false          false          false           false       false      false       false      false      false      
  052142-655426   true       false          false          false           false       false      false       false      false      false      
  052143-734738   true       false          false          false           false       true       false       false      false      false      
  052143-671906   true       false          false          false           false       false      false       false      false      false      
  052143-720401   true       false          false          false           false       false      false       false      false      false      
  052145-702047   true       false          false          false           false       false      false       false      false      false      
  052145-722551   true       false          false          false           false       false      false       false      false      false      
  052147-711414   true       false          false          false           false       false      false       false      false      false      
  052147-700311   true       false          false          false           false       false      false       false      false      false      
  052149-694119   true       false          false          false           false       false      false       false      false      false      
  052151-690757   true       false          false          false           false       false      false       true       false      false      
  052153-663200   true       false          false          false           false       false      false       false      false      false      
  052153-683653   true       false          false          false           false       false      true        false      false      false      
  052154-725701   true       false          false          false           false       false      false       false      false      false      
  052154-704140   true       false          false          false           false       true       false       true       false      false      
  052155-710457   true       false          false          false           false       false      false       false      false      false      
  052156-652829   true       false          false          false           false       false      false       false      false      false      
  052157-645511   true       false          false          false           false       false      false       false      false      false      
  052158-735058   true       false          false          false           false       false      false       false      false      false      
  052158-703221   true       false          false          false           false       false      false       false      false      false      
  052204-672149   true       false          false          false           false       true       false       false      false      false      
  052208-653858   true       false          false          false           false       true       false       false      false      false      
  052208-690130   true       false          false          false           false       false      false       false      false      false      
  052209-684339   true       false          false          false           false       false      false       false      false      false      
  052211-683144   true       false          false          false           false       false      false       false      false      false      
  052217-672736   true       false          false          false           false       true       true        true       false      false      
  052219-680435   true       false          false          true            false       false      false       false      false      false      
  052221-673534   true       false          false          false           false       false      false       false      false      false      
  052221-643558   true       false          false          false           false       false      false       false      false      false      
  052222-693056   true       false          false          false           false       false      false       false      false      false      
  052223-625520   false      false          false          false           false       true       false       false      false      false      
  052224-671951   true       false          false          false           false       false      false       false      false      false      
  052224-694237   true       false          false          false           false       false      true        false      false      false      
  052224-641238   true       false          false          false           false       false      false       false      false      false      
  052225-645303   true       false          false          false           false       false      false       false      false      false      
  052225-634027   true       false          false          false           false       false      false       false      false      false      
  052226-673242   true       false          false          false           false       false      false       false      false      false      
  052228-724254   true       false          false          false           false       false      false       false      false      false      
  052229-703755   true       false          false          false           false       false      false       false      false      false      
  052229-640011   true       false          false          false           false       false      false       false      false      false      
  052230-652519   true       false          false          false           false       false      false       false      false      false      
  052230-734753   true       false          false          false           false       false      false       false      false      false      
  052231-700937   true       false          true           false           false       false      false       false      false      false      
  052231-695836   true       false          false          false           false       false      false       false      false      false      
  052231-633254   true       false          false          false           false       true       false       false      false      false      
  052232-641057   true       false          false          false           false       false      false       false      false      false      
  052232-625928   false      false          false          false           false       false      false       false      false      false      
  052232-640542   true       false          false          false           false       false      false       false      false      false      
  052233-715432   true       false          false          false           false       false      false       false      false      false      
  052235-721926   true       false          false          false           false       false      false       false      false      false      
  052235-710247   true       false          false          false           false       false      false       false      false      false      
  052236-640327   true       false          false          false           false       false      false       false      false      false      
  052240-660926   true       false          false          false           false       false      false       false      false      false      
  052241-690838   true       false          true           false           false       false      false       false      false      false      
  052244-695758   true       false          false          false           false       false      false       false      false      false      
  052249-664058   true       false          true           false           false       false      false       false      false      false      
  052252-684319   true       false          false          false           false       false      false       false      false      false      
  052252-641124   true       false          false          false           false       true       false       false      false      false      
  052252-633045   true       false          false          false           false       false      false       false      false      false      
  052253-695101   true       false          false          false           false       false      false       false      false      false      
  052254-703055   true       false          false          false           false       false      false       false      false      false      
  052255-720759   true       false          false          false           false       false      false       false      false      false      
  052256-690406   true       false          false          false           false       false      false       false      false      false      
  052257-671001   true       false          false          false           false       false      false       false      false      false      
  052257-741748   true       false          false          false           false       false      false       false      false      false      
  052258-684425   true       false          false          false           false       false      true        false      false      false      
  052300-732507   true       false          false          false           false       false      false       false      false      false      
  052301-641457   true       false          false          false           false       false      false       false      false      false      
  052301-713343   true       false          false          false           false       false      false       false      false      false      
  052305-734523   true       false          false          false           false       true       false       false      false      false      
  052306-662245   true       false          false          false           false       false      false       false      false      false      
  052308-640746   true       false          false          false           false       false      false       false      false      false      
  052308-652227   true       false          false          false           false       false      false       false      false      false      
  052309-704813   true       false          false          false           false       false      false       false      false      false      
  052309-720301   true       false          false          false           false       false      false       false      false      false      
  052309-683233   true       false          false          false           false       true       false       false      false      false      
  052310-720624   true       false          false          false           false       false      false       false      false      false      
  052310-733943   true       false          false          false           false       true       false       false      false      false      
  052312-731409   true       false          true           false           false       false      false       false      false      false      
  052315-633754   true       false          false          false           false       false      false       false      false      false      
  052319-710154   true       false          false          false           false       false      false       false      false      false      
  052319-741422   true       false          false          false           false       false      false       false      false      false      
  052320-641111   true       false          false          false           false       false      false       false      false      false      
  052322-692136   true       false          false          false           false       false      false       false      false      false      
  052323-703424   true       false          false          false           false       false      false       false      false      false      
  052323-710731   true       false          false          false           false       false      false       false      false      false      
  052324-645247   true       false          false          false           false       false      false       false      false      false      
  052324-680640   true       false          false          false           false       true       false       true       false      false      
  052326-713650   true       false          false          false           false       false      false       false      false      false      
  052328-652322   true       false          false          false           false       false      false       false      false      false      
  052329-710036   true       false          false          false           false       false      false       false      false      false      
  052331-684729   true       false          false          false           false       false      false       false      false      false      
  052331-654142   true       false          false          false           false       false      true        false      false      false      
  052332-701749   true       false          true           false           false       false      false       false      false      false      
  052333-723450   true       false          false          false           false       false      false       false      false      false      
  052334-715654   true       false          false          false           false       false      false       false      false      false      
  052334-634644   true       false          false          false           false       false      false       false      false      false      
  052336-701145   true       false          false          false           false       false      false       false      false      false      
  052338-634405   true       false          false          false           false       true       false       false      false      false      
  052338-705016   true       true           false          false           false       false      true        false      false      false      
  052340-693707   true       false          false          false           false       true       false       false      false      false      
  052340-644455   true       false          false          false           false       false      false       false      false      false      
  052341-705120   true       true           false          false           false       false      false       false      false      false      
  052341-654922   true       false          false          false           false       false      false       false      false      false      
  052343-680035   true       false          false          false           false       true       false       false      false      false      
  052349-712548   true       false          false          false           false       false      false       false      false      false      
  052350-640153   true       false          false          false           false       false      false       false      false      false      
  052351-704213   true       false          false          false           false       true       false       false      false      false      
  052351-655451   true       false          false          false           false       false      false       false      false      false      
  052352-684248   true       false          false          false           false       false      false       false      false      false      
  052353-641547   true       false          false          false           false       false      false       false      false      false      
  052353-641809   true       false          false          false           false       false      false       false      false      false      
  052354-632538   true       false          false          false           false       true       false       false      false      false      
  052356-634019   true       false          false          false           false       false      false       false      false      false      
  052358-655011   true       false          true           false           false       false      false       false      false      false      
  052359-634338   true       false          true           false           false       false      false       false      false      false      
  052402-734304   true       false          false          false           false       false      false       false      false      false      
  052402-701108   true       false          false          false           false       true       false       true       true       false      
  052405-702455   true       false          false          false           false       false      false       false      false      false      
  052406-673420   true       false          false          false           false       false      false       false      false      false      
  052407-742923   true       false          false          false           false       false      false       false      false      false      
  052410-730410   true       false          false          false           false       false      false       false      false      false      
  052410-644611   true       false          false          false           false       true       false       true       false      false      
  052411-643520   true       false          false          false           false       false      false       false      false      false      
  052413-683008   true       false          false          false           false       false      false       false      false      false      
  052414-734616   true       false          false          false           false       false      false       false      false      false      
  052415-632112   true       false          false          false           false       false      false       false      false      false      
  052416-741419   true       false          false          false           false       false      false       false      false      false      
  052416-715759   true       false          true           false           false       false      false       false      false      false      
  052416-653053   true       false          false          false           false       false      false       false      false      false      
  052417-701809   true       false          false          false           false       false      false       false      false      false      
  052419-705459   true       false          false          false           false       false      false       false      false      false      
  052420-653355   true       false          false          false           false       false      true        false      false      false      
  052420-692216   true       false          false          false           false       false      false       false      false      false      
  052421-641053   true       false          false          false           false       true       false       false      false      false      
  052421-740637   true       false          false          false           false       false      false       false      false      false      
  052422-705538   true       false          false          false           false       false      false       false      false      false      
  052423-674828   true       false          false          false           false       false      false       false      false      false      
  052426-735448   true       false          false          false           false       false      false       false      false      false      
  052428-632801   true       false          false          false           false       false      false       false      false      false      
  052432-664237   true       false          false          false           false       false      false       false      false      false      
  052433-735723   true       false          false          false           false       false      false       false      false      false      
  052435-654331   true       false          false          false           false       false      false       false      false      false      
  052436-732934   true       false          false          false           false       false      false       false      false      false      
