# col1   Name            RA            DEC            Peak        Peak_err        Flux        Flux_err        rms  
  1740   054604-685635   05:46:04.78   -68:56:35.98   4.0         ...             4.0         ...             0.83     
  1741   054605-674915   05:46:05.59   -67:49:19.37   6.0         1               6.2         0.1             0.73     
  1742   054608-712738   05:46:08.36   -71:27:38.94   69.0        2               70.4        0.4             0.64     
  1743   054611-680013   05:46:11.95   -68:00:13.82   49.0        2               53.5        0.5             0.76     
  1744   054616-712038   05:46:15.66   -71:20:33.81   18.0        1               17.7        0.1             0.57     
  1745   054623-674112   05:46:22.88   -67:41:12.00   16.0        1               16.0        0.1             0.63     
  1746   054623-665545   05:46:23.29   -66:55:43.60   27.0        ...             27.0        3               0.64     
  1747   054629-702637   05:46:28.96   -70:26:38.04   177.0       ...             230.6       0.6             1.01     
  1748   054631-680052   05:46:31.17   -68:00:52.49   13.0        2               28.0        1               0.76     
  1749   054632-650310   05:46:31.79   -65:03:10.71   52.0        ...             63.1        0.4             0.88     
  1750   054632-712944   05:46:31.89   -71:29:56.50   3.0         ...             3.4         0.3             0.57     
  1751   054633-675655   05:46:33.75   -67:56:53.94   11.0        1               11.1        0.1             0.76     
  1752   054634-693420   05:46:34.92   -69:34:19.43   13.0        2               13.3        0.2             1.31     
  1753   054636-720554   05:46:36.42   -72:05:53.66   82.0        3               85.2        0.5             0.82     
  1754   054644-653649   05:46:44.88   -65:37:00.35   4.0         ...             4.2         0.4             0.83     
  1755   054644-664116   05:46:44.31   -66:41:12.78   90.0        ...             111.2       0.5             0.93     
  1756   054645-713945   05:46:45.04   -71:39:51.30   7.0         ...             7.0         0.7             0.44     
  1757   054646-723658   05:46:44.96   -72:36:56.12   10.0        ...             11.0        1               0.9      
  1758   054646-700342   05:46:46.49   -70:03:39.37   11.0        1               10.6        0.1             0.71     
  1759   054647-704911   05:46:47.32   -70:49:11.16   3.0         ...             3.6         0.4             0.58     
  1760   054647-682922   05:46:45.82   -68:29:35.56   6.0         ...             6.1         0.6             0.9      
  1761   054651-654459   05:46:53.01   -65:44:55.95   133.0       ...             130.0       10              0.83     
  1762   054651-715433   05:46:52.41   -71:54:49.48   4.0         ...             4.0         ...             0.7      
  1763   054653-683253   05:46:53.20   -68:32:53.10   43.0        ...             44.0        4               0.9      
  1764   054655-685134   05:46:54.79   -68:51:36.60   10.0        ...             11.0        1               0.83     
  1765   054655-700644   05:46:55.43   -70:06:44.31   14.0        ...             15.0        1               0.71     
  1766   054655-654808   05:46:56.07   -65:47:54.32   9.0         ...             9.2         0.9             0.73     
  1767   054656-674956   05:46:54.70   -67:49:49.56   10.0        ...             11.0        1               0.76     
  1768   054659-654526   05:47:03.17   -65:45:19.51   4.0         ...             4.9         0.5             0.83     
  1769   054659-653457   05:46:57.25   -65:34:52.27   61.0        ...             61.0        6               0.83     
  1770   054701-720255   05:47:01.34   -72:02:55.32   21.0        ...             22.0        2               0.94     
  1771   054706-700041   05:47:07.10   -70:00:39.07   7.0         ...             7.4         0.7             1.1      
  1772   054707-655247   05:47:07.18   -65:52:48.78   8.0         1               8.0         0.1             0.73     
  1773   054709-653610   05:47:08.38   -65:36:15.24   7.0         ...             7.8         0.8             0.83     
  1774   054715-650535   05:47:15.39   -65:05:36.06   90.0        1               106.1       0.2             0.96     
  1775   054716-710751   05:47:15.09   -71:07:49.30   7.0         1               6.6         0.1             0.64     
  1776   054717-653451   05:47:18.26   -65:34:54.89   10.0        ...             10.0        1               0.71     
  1777   054719-704439   05:47:17.72   -70:44:23.99   4.0         ...             4.1         0.4             0.69     
  1778   054720-721052   05:47:21.49   -72:11:06.57   5.0         ...             5.6         0.6             0.82     
  1779   054721-693853   05:47:20.89   -69:38:51.08   15.0        1               14.6        0.1             1.46     
  1780   054721-663821   05:47:21.33   -66:38:18.67   22.0        2               22.1        0.2             0.93     
  1781   054722-662736   05:47:21.50   -66:27:29.61   16.0        ...             16.0        2               0.78     
  1782   054725-650411   05:47:24.85   -65:04:11.66   117.0       1               151.1       0.2             1.02     
  1783   054731-660409   05:47:34.51   -66:04:12.58   7.0         1               7.3         0.1             0.69     
  1784   054733-703056   05:47:36.81   -70:31:10.48   21.0        ...             21.0        ...             0.72     
  1785   054736-680907   05:47:36.42   -68:09:05.61   8.0         1               8.1         0.1             0.71     
  1786   054740-663611   05:47:42.40   -66:36:02.54   5.0         ...             5.7         0.6             0.93     
  1787   054740-710718   05:47:39.71   -71:07:18.24   14.0        1               14.4        0.1             0.64     
  1788   054741-655106   05:47:40.36   -65:51:04.78   56.0        ...             75.1        0.5             0.87     
  1789   054745-674507   05:47:45.37   -67:45:06.05   105.0       ...             172.2       0.5             0.64     
  1790   054745-703151   05:47:43.40   -70:31:36.97   17.0        ...             17.0        ...             0.7      
  1791   054747-655720   05:47:47.15   -65:57:20.24   31.7        0.9             61.9        0.2             0.78     
  1792   054750-672801   05:47:50.43   -67:27:58.74   11.0        2               11.3        0.2             0.83     
  1793   054750-694542   05:47:49.52   -69:45:51.07   9.0         ...             10.0        1               1.38     
  1794   054752-662640   05:47:53.18   -66:26:39.63   18.0        ...             19.0        2               0.78     
  1795   054757-702015   05:47:57.46   -70:20:14.52   32.0        ...             38.6        0.3             0.56     
  1796   054758-710945   05:47:57.79   -71:09:46.02   70.0        2               71.9        0.4             0.64     
  1797   054759-720746   05:48:01.27   -72:07:53.88   17.0        2               21.5        0.5             0.62     
  1798   054800-712132   05:47:59.93   -71:21:32.05   22.0        2               28.8        0.5             0.57     
  1799   054801-695352   05:47:59.64   -69:53:47.60   11.0        ...             11.0        ...             1.23     
  1800   054804-705728   05:48:05.76   -70:57:30.98   5.0         ...             5.8         0.6             0.58     
  1801   054804-650721   05:48:04.99   -65:07:35.66   16.0        ...             17.0        2               1.03     
  1802   054805-700752   05:48:05.03   -70:07:50.71   11.0        2               11.1        0.2             1.23     
  1803   054807-660516   05:48:07.01   -66:05:15.59   35.0        ...             35.0        4               0.76     
  1804   054808-715601   05:48:07.90   -71:56:02.90   18.0        ...             19.0        2               0.65     
  1805   054809-660911   05:48:07.98   -66:09:10.84   9.0         ...             9.3         0.9             0.76     
  1806   054811-684748   05:48:08.16   -68:47:52.62   7.0         ...             7.1         0.7             0.83     
  1807   054812-695244   05:48:09.90   -69:52:41.41   7.0         ...             7.0         ...             1.23     
  1808   054812-674823   05:48:11.77   -67:48:23.01   26.0        ...             26.0        3               0.73     
  1809   054816-721502   05:48:19.79   -72:15:07.10   3.0         ...             3.9         0.4             0.62     
  1810   054817-715303   05:48:16.55   -71:53:03.04   12.0        1               12.0        0.1             0.65     
  1811   054817-691338   05:48:17.41   -69:13:25.08   9.0         ...             9.0         0.9             1.05     
  1812   054818-662331   05:48:18.95   -66:23:36.35   8.0         ...             8.1         0.8             0.7      
  1813   054820-684626   05:48:19.88   -68:46:29.15   14.0        3               14.2        0.3             1.56     
  1814   054828-710049   05:48:28.76   -71:00:49.09   3.0         ...             3.2         0.3             0.58     
  1815   054830-651414   05:48:31.23   -65:14:18.16   10.0        ...             10.0        1               1.03     
  1816   054830-655505   05:48:31.03   -65:55:08.52   22.0        ...             22.0        2               0.87     
  1817   054831-654815   05:48:30.93   -65:48:17.76   37.0        ...             38.0        4               0.87     
  1818   054833-712633   05:48:34.86   -71:26:35.25   10.0        1               9.7         0.1             0.57     
  1819   054845-655348   05:48:45.02   -65:53:48.90   107.0       3               117.5       0.6             0.87     
  1820   054845-665726   05:48:45.59   -66:57:24.28   53.0        ...             61.1        0.3             0.64     
  1821   054846-661523   05:48:46.51   -66:15:22.96   65.0        ...             81.6        0.4             0.76     
  1822   054849-723420   05:48:48.58   -72:34:23.91   7.0         ...             7.5         0.8             0.94     
  1823   054849-723614   05:48:48.61   -72:36:09.98   10.0        2               10.4        0.2             0.94     
  1824   054850-655035   05:48:51.60   -65:50:38.52   10.0        ...             10.0        1               0.87     
  1825   054855-703925   05:48:56.02   -70:39:26.38   70.0        ...             78.5        0.3             0.63     
  1826   054857-695729   05:48:56.84   -69:57:15.49   8.0         ...             8.6         0.9             1.58     
  1827   054859-663325   05:48:59.96   -66:33:11.22   4.0         ...             4.2         0.4             0.68     
  1828   054901-712012   05:49:01.39   -71:20:10.12   90.0        2               93.9        0.4             0.57     
  1829   054903-723318   05:49:02.11   -72:33:19.68   8.0         2               7.8         0.2             0.93     
  1830   054915-714622   05:49:14.47   -71:46:03.50   2.0         ...             2.4         0.2             0.44     
  1831   054917-684139   05:49:17.94   -68:41:37.85   10.0        ...             10.0        1               0.83     
  1832   054918-675639   05:49:18.26   -67:56:40.64   16.0        ...             17.0        2               0.73     
  1833   054920-713026   05:49:19.67   -71:30:23.28   11.0        1               11.0        0.1             0.57     
  1834   054924-723326   05:49:20.85   -72:33:36.83   5.0         ...             5.6         0.6             0.94     
  1835   054927-714653   05:49:28.63   -71:46:55.84   3.0         ...             3.4         0.3             0.55     
  1836   054929-703550   05:49:29.51   -70:35:51.68   16.0        ...             17.0        2               0.63     
  1837   054930-722344   05:49:29.67   -72:23:40.81   8.0         1               8.2         0.1             0.72     
  1838   054932-714943   05:49:31.87   -71:49:42.26   21.0        ...             22.0        2               0.65     
  1839   054936-670746   05:49:35.72   -67:07:56.32   5.0         ...             5.0         0.5             0.68     
  1840   054937-692647   05:49:37.46   -69:26:46.47   32.0        2               31.6        0.2             1.06     
  1841   054937-660746   05:49:37.43   -66:07:45.93   25.0        ...             26.0        3               0.76     
  1842   054940-693824   05:49:39.40   -69:38:20.27   22.0        ...             22.0        2               0.74     
  1843   054942-690021   05:49:43.37   -69:00:19.93   56.0        ...             67.1        0.5             0.98     
  1844   054943-672909   05:49:46.21   -67:29:25.78   4.0         ...             4.1         0.4             0.59     
  1845   054945-650059   05:49:45.09   -65:01:00.27   47.0        ...             48.0        5               1.15     
  1846   054945-723206   05:49:44.92   -72:31:53.74   5.0         ...             5.7         0.6             0.72     
  1847   054949-651514   05:49:49.03   -65:15:23.53   7.0         ...             7.0         ...             0.99     
  1848   054950-675728   05:49:51.33   -67:57:23.71   10.0        ...             11.0        1               0.73     
  1849   054951-653906   05:49:51.44   -65:39:08.20   15.0        2               15.4        0.2             0.74     
  1850   054952-661913   05:49:52.49   -66:19:21.99   3.4         0.7             3.36        0.07            0.61     
  1851   054955-651022   05:49:55.26   -65:10:21.40   23.0        ...             24.0        2               1.15     
  1852   054958-723009   05:49:58.03   -72:30:06.74   19.0        ...             20.0        2               0.72     
  1853   054958-713523   05:49:56.44   -71:35:37.89   4.0         ...             4.1         0.4             0.52     
  1854   054959-695943   05:50:00.18   -69:59:42.03   8.0         1               8.5         0.1             0.93     
  1855   055003-712709   05:50:02.59   -71:27:02.40   7.0         ...             7.3         0.7             0.51     
  1856   055003-661036   05:50:04.11   -66:10:52.09   8.0         ...             8.4         0.8             0.76     
  1857   055009-720632   05:50:09.26   -72:06:32.21   20.0        ...             36.4        0.5             0.62     
  1858   055010-712247   05:50:10.04   -71:22:47.18   26.0        ...             27.9        0.3             0.51     
  1859   055010-671407   05:50:11.33   -67:14:11.01   4.4         0.6             4.37        0.06            0.57     
  1860   055014-690005   05:50:15.46   -69:00:07.87   6.0         ...             6.1         0.6             1.06     
  1861   055015-673601   05:50:15.79   -67:36:00.51   48.0        2               51.0        0.4             0.59     
  1862   055017-711424   05:50:17.16   -71:14:21.26   11.0        1               10.5        0.1             0.68     
  1863   055019-694914   05:50:19.28   -69:49:06.00   10.0        0.7             10.05       0.07            0.76     
  1864   055032-682053   05:50:32.33   -68:20:55.75   76.0        2               105.9       0.3             0.93     
  1865   055032-710210   05:50:32.61   -71:02:14.83   4.2         0.6             4.24        0.06            0.56     
  1866   055048-703432   05:50:49.06   -70:34:32.90   106.0       ...             134.8       0.4             0.63     
  1867   055052-651409   05:50:54.57   -65:14:05.31   8.0         ...             8.1         0.8             1.07     
  1868   055055-650847   05:50:52.95   -65:08:35.84   7.0         ...             7.4         0.7             1.15     
  1869   055102-660035   05:51:03.03   -66:00:32.57   14.0        1               13.9        0.1             0.67     
  1870   055104-710610   05:51:04.86   -71:06:10.03   87.0        ...             97.9        0.3             0.68     
  1871   055107-723632   05:51:06.28   -72:36:39.38   7.0         ...             7.1         0.7             0.89     
  1872   055117-680144   05:51:18.30   -68:01:48.24   9.0         2               9.0         0.2             0.81     
  1873   055120-694703   05:51:20.63   -69:47:13.45   5.0         ...             5.9         0.6             0.73     
  1874   055121-690453   05:51:23.81   -69:04:55.13   44.0        ...             44.0        4               1.18     
  1875   055128-675305   05:51:28.36   -67:53:02.72   10.0        1               10.4        0.1             0.7      
  1876   055130-691631   05:51:29.84   -69:16:28.98   162.0       2               176.0       0.3             1.21     
  1877   055130-651209   05:51:30.58   -65:12:13.04   26.0        3               25.8        0.3             1.39     
  1878   055132-671838   05:51:32.64   -67:18:39.33   6.9         0.5             6.92        0.05            0.54     
  1879   055137-714332   05:51:38.27   -71:43:40.41   7.0         ...             7.4         0.7             0.52     
  1880   055137-663555   05:51:37.35   -66:35:55.52   27.0        ...             47.1        0.7             0.97     
  1881   055139-694801   05:51:39.73   -69:47:58.78   16.0        2               15.9        0.2             0.73     
  1882   055139-654005   05:51:38.83   -65:40:11.72   12.0        2               11.5        0.2             0.74     
  1883   055140-684310   05:51:40.27   -68:43:08.38   126.0       ...             164.6       0.4             0.63     
  1884   055141-651659   05:51:42.48   -65:17:00.87   8.0         8               7.7         0.8             1.03     
  1885   055142-695551   05:51:42.37   -69:55:50.60   12.0        ...             12.0        1               0.73     
  1886   055148-715135   05:51:51.01   -71:51:34.76   4.0         ...             5.0         0.5             0.64     
  1887   055150-664007   05:51:50.36   -66:40:13.46   4.0         ...             4.6         0.5             0.92     
  1888   055151-675321   05:51:50.44   -67:53:18.71   4.0         1               4.4         0.1             0.72     
  1889   055156-645714   05:51:56.42   -64:57:14.68   21.0        3               20.9        0.3             1.4      
  1890   055158-654336   05:51:58.46   -65:43:44.57   15.0        1               14.8        0.2             0.74     
  1891   055158-693305   05:51:58.44   -69:33:04.38   45.0        2               49.3        0.5             0.74     
  1892   055158-652835   05:51:58.56   -65:28:44.08   18.0        2               18.0        0.2             1.21     
  1893   055205-681438   05:52:05.77   -68:14:41.39   364.0       4               401.5       0.8             0.81     
  1894   055207-703126   05:52:08.62   -70:31:29.65   104.0       2               113.5       0.4             0.63     
  1895   055208-675225   05:52:08.19   -67:52:20.61   22.0        2               31.8        0.6             0.7      
  1896   055214-722102   05:52:14.93   -72:21:01.15   5.2         0.6             5.23        0.06            0.57     
  1897   055215-665328   05:52:15.48   -66:53:26.23   49.0        ...             78.1        0.7             1.01     
  1898   055217-654930   05:52:16.34   -65:49:40.01   6.0         ...             6.5         0.7             0.69     
  1899   055217-654503   05:52:17.73   -65:45:04.11   12.0        ...             12.0        1               0.69     
  1900   055218-685005   05:52:16.02   -68:50:13.96   4.0         ...             4.1         0.4             0.67     
  1901   055221-670906   05:52:21.43   -67:09:04.49   17.0        1               17.0        0.1             0.6      
  1902   055224-702427   05:52:25.51   -70:24:36.19   12.0        2               12.0        0.2             0.95     
  1903   055226-695141   05:52:25.27   -69:51:32.85   5.0         ...             5.5         0.5             0.73     
  1904   055226-662545   05:52:24.48   -66:25:41.87   16.5        0.6             29.6        0.1             0.62     
  1905   055227-694759   05:52:28.76   -69:47:57.02   168.0       ...             245.7       0.5             0.73     
  1906   055228-702137   05:52:24.76   -70:21:44.34   428.0       ...             808.6       0.9             0.95     
  1907   055228-663200   05:52:29.14   -66:32:05.03   5.0         1               4.9         0.1             0.97     
  1908   055234-664041   05:52:34.67   -66:40:40.38   256.0       ...             309.9       0.6             0.97     
  1909   055237-704050   05:52:37.49   -70:40:52.17   18.0        ...             19.0        2               0.63     
  1910   055238-682216   05:52:38.40   -68:22:14.57   9.0         1               8.6         0.1             0.65     
  1911   055242-685110   05:52:42.52   -68:51:09.30   37.4        0.8             70.9        0.2             0.65     
  1912   055242-711639   05:52:42.70   -71:16:41.42   25.0        3               29.1        0.5             0.7      
  1913   055243-694344   05:52:42.81   -69:43:47.95   16.0        ...             16.0        2               0.85     
  1914   055245-682425   05:52:45.45   -68:24:12.50   6.0         ...             6.5         0.7             0.92     
  1915   055251-721130   05:52:51.35   -72:11:30.27   46.0        2               47.5        0.4             0.61     
  1916   055255-682223   05:52:54.09   -68:22:35.66   5.0         ...             5.1         0.5             0.64     
  1917   055258-703955   05:52:57.83   -70:39:55.78   49.0        2               73.0        0.5             0.63     
  1918   055259-695832   05:52:59.53   -69:58:42.85   3.0         ...             3.0         ...             0.67     
  1919   055300-693607   05:53:00.13   -69:36:02.94   10.0        ...             11.0        1               0.77     
  1920   055304-671043   05:53:04.05   -67:10:43.08   13.0        ...             13.0        1               0.6      
  1921   055312-672114   05:53:12.37   -67:21:14.99   12.0        ...             13.0        1               0.55     
  1922   055315-684526   05:53:15.67   -68:45:28.27   18.0        1               18.1        0.1             0.7      
  1923   055316-681854   05:53:15.96   -68:18:48.29   4.0         ...             4.1         0.4             0.6      
  1924   055321-700951   05:53:21.68   -70:09:50.83   49.0        ...             58.3        0.3             0.61     
  1925   055322-693131   05:53:21.73   -69:31:16.00   5.0         ...             5.2         0.5             0.85     
  1926   055323-695315   05:53:23.12   -69:53:11.85   9.0         ...             9.5         0.9             0.83     
  1927   055327-703011   05:53:27.72   -70:30:14.26   9.0         ...             9.3         0.9             0.63     
  1928   055328-704007   05:53:28.74   -70:40:06.60   39.0        2               37.6        0.3             0.63     
  1929   055336-701835   05:53:35.60   -70:18:34.04   25.0        1               24.9        0.1             0.66     
  1930   055340-684634   05:53:39.98   -68:46:33.71   78.0        ...             83.9        0.4             0.7      
  1931   055341-674811   05:53:41.05   -67:48:11.99   6.5         0.8             6.55        0.08            0.77     
  1932   055342-665243   05:53:43.87   -66:52:52.14   3.0         ...             3.9         0.4             0.66     
  1933   055343-713653   05:53:44.33   -71:36:50.70   5.0         ...             5.9         0.6             0.51     
  1934   055345-661927   05:53:44.64   -66:19:39.84   4.0         ...             4.0         ...             0.69     
  1935   055345-694950   05:53:44.68   -69:49:46.99   21.0        3               23.3        0.5             0.83     
  1936   055349-660226   05:53:49.27   -66:02:20.29   24.5        0.7             24.51       0.07            0.65     
  1937   055349-710332   05:53:48.39   -71:03:36.01   5.0         ...             5.4         0.5             0.58     
  1938   055358-670211   05:53:56.77   -67:02:15.76   4.0         ...             4.4         0.4             0.65     
  1939   055400-710452   05:53:56.94   -71:05:00.89   3.0         ...             3.1         0.3             0.58     
  1940   055400-661606   05:53:59.66   -66:15:56.71   5.0         ...             5.0         ...             0.72     
  1941   055406-655432   05:54:05.41   -65:54:15.33   8.0         ...             8.4         0.8             0.69     
  1942   055408-653456   05:54:09.47   -65:35:06.73   5.0         ...             5.9         0.6             0.87     
  1943   055412-691517   05:54:11.37   -69:15:03.64   3.0         ...             3.0         ...             0.63     
  1944   055414-720627   05:54:14.81   -72:06:24.80   11.0        ...             11.0        1               0.6      
  1945   055415-661259   05:54:17.08   -66:13:11.00   6.0         1               6.0         0.1             0.75     
  1946   055417-673450   05:54:16.30   -67:34:44.13   5.0         ...             5.3         0.5             0.67     
  1947   055418-680600   05:54:17.78   -68:06:00.37   69.0        2               73.5        0.4             0.68     
  1948   055420-664200   05:54:19.76   -66:41:49.88   4.0         ...             4.5         0.5             0.73     
  1949   055421-694438   05:54:22.90   -69:44:39.09   5.0         ...             6.0         0.6             0.63     
  1950   055422-675450   05:54:22.05   -67:54:49.71   102.0       ...             123.8       0.4             0.84     
  1951   055422-695001   05:54:21.85   -69:50:01.29   3.6         0.8             3.63        0.08            0.7      
  1952   055425-682633   05:54:25.52   -68:26:33.24   16.0        1               16.1        0.1             0.6      
  1953   055427-670444   05:54:26.24   -67:04:53.83   7.0         ...             8.0         0.8             0.65     
  1954   055428-721517   05:54:28.59   -72:15:03.44   3.0         ...             3.0         ...             0.58     
  1955   055430-675123   05:54:29.38   -67:51:11.39   8.0         ...             8.2         0.8             0.84     
  1956   055434-662630   05:54:34.04   -66:26:32.93   7.0         ...             7.0         ...             0.68     
  1957   055435-710153   05:54:35.64   -71:01:53.07   24.0        2               24.3        0.2             0.81     
  1958   055443-674830   05:54:42.97   -67:48:29.56   23.0        2               23.3        0.2             0.84     
  1959   055445-680423   05:54:45.67   -68:04:20.31   7.0         1               7.2         0.1             0.68     
  1960   055456-664923   05:54:56.24   -66:49:22.22   29.0        2               30.5        0.4             0.66     
  1961   055456-682159   05:54:56.04   -68:21:56.80   5.4         0.8             5.39        0.08            0.66     
  1962   055457-690259   05:54:54.89   -69:02:56.12   5.0         ...             5.5         0.5             0.61     
  1963   055457-683700   05:54:57.09   -68:37:01.79   13.0        ...             13.0        1               0.74     
  1964   055458-663623   05:54:57.31   -66:36:21.77   10.0        1               9.7         0.1             0.73     
  1965   055458-712441   05:54:58.39   -71:24:43.82   34.0        ...             59.1        0.5             0.7      
  1966   055458-645932   05:54:58.41   -64:59:17.51   5.0         ...             5.0         ...             1.08     
  1967   055501-695146   05:55:01.59   -69:51:45.18   100.0       ...             109.8       0.4             0.83     
  1968   055502-701438   05:55:01.73   -70:14:42.70   7.0         1               7.1         0.1             0.66     
  1969   055507-655932   05:55:07.32   -65:59:31.19   20.0        2               19.6        0.2             0.89     
  1970   055509-705804   05:55:11.94   -70:58:07.44   3.0         ...             3.7         0.4             0.54     
  1971   055511-694751   05:55:10.91   -69:47:50.73   65.0        ...             103.0       0.6             0.83     
  1972   055515-694516   05:55:16.05   -69:45:13.59   34.0        ...             39.0        0.4             0.86     
  1973   055516-672051   05:55:16.15   -67:20:50.42   240.0       3               261.8       0.6             0.83     
  1974   055516-703732   05:55:16.55   -70:37:37.41   35.0        ...             63.4        0.4             0.51     
  1975   055516-710641   05:55:16.93   -71:06:40.39   42.0        ...             42.0        4               0.81     
  1976   055516-675834   05:55:17.83   -67:58:37.43   8.0         ...             8.0         0.8             0.63     
  1977   055519-690401   05:55:19.31   -69:04:08.53   4.0         ...             4.4         0.4             0.61     
  1978   055522-645653   05:55:22.84   -64:57:01.97   14.0        2               13.9        0.2             1.17     
  1979   055522-720952   05:55:25.05   -72:09:55.34   6.0         ...             6.6         0.7             0.6      
  1980   055524-693927   05:55:24.74   -69:39:23.42   4.0         1               3.9         0.1             0.61     
  1981   055528-651058   05:55:28.27   -65:10:58.71   27.0        2               27.1        0.2             1.17     
  1982   055532-661858   05:55:33.14   -66:18:55.58   26.0        ...             26.0        3               0.73     
  1983   055540-713241   05:55:41.02   -71:32:31.43   6.0         ...             6.2         0.6             0.68     
  1984   055540-713808   05:55:40.32   -71:37:59.64   4.0         0.6             3.98        0.06            0.62     
  1985   055542-684219   05:55:42.67   -68:42:18.79   33.0        ...             40.9        0.4             0.74     
  1986   055546-693338   05:55:46.13   -69:33:37.56   40.0        ...             51.2        0.3             0.61     
  1987   055553-713154   05:55:53.02   -71:31:52.42   21.0        1               20.5        0.1             0.68     
  1988   055553-692443   05:55:52.48   -69:24:54.12   4.0         ...             4.1         0.4             0.62     
  1989   055602-663258   05:56:04.40   -66:33:21.15   3.0         ...             3.5         0.4             0.7      
  1990   055606-705856   05:56:08.99   -70:58:57.89   7.0         ...             7.5         0.8             0.74     
  1991   055608-710922   05:56:07.64   -71:09:20.80   18.0        ...             18.0        2               0.81     
  1992   055613-692331   05:56:13.49   -69:23:30.34   118.0       ...             120.7       0.3             0.62     
  1993   055615-690051   05:56:17.49   -69:01:00.35   3.7         0.8             3.69        0.08            0.57     
  1994   055617-674656   05:56:14.77   -67:46:46.44   3.0         ...             3.3         0.3             0.62     
  1995   055619-722725   05:56:18.90   -72:27:21.21   79.5        0.8             106.6       0.1             0.71     
  1996   055623-704253   05:56:22.86   -70:42:50.66   16.0        1               16.1        0.1             0.54     
  1997   055627-691151   05:56:28.20   -69:11:50.16   10.0        ...             11.0        1               0.61     
  1998   055631-723212   05:56:31.73   -72:32:12.74   15.0        2               15.0        0.2             0.81     
  1999   055632-712906   05:56:31.98   -71:29:05.06   165.0       ...             189.0       0.4             0.68     
  2000   055634-654955   05:56:34.38   -65:49:55.71   27.0        ...             27.0        3               0.9      
  2001   055635-681405   05:56:35.77   -68:14:13.62   3.0         ...             3.0         ...             0.79     
  2002   055636-720649   05:56:32.80   -72:06:38.55   81.0        ...             156.3       0.6             0.78     
  2003   055638-723432   05:56:38.71   -72:34:44.13   4.0         ...             4.7         0.5             0.81     
  2004   055641-671018   05:56:42.77   -67:10:24.85   5.0         2               4.7         0.2             0.82     
  2005   055642-674640   05:56:41.61   -67:46:54.71   3.0         ...             3.4         0.3             0.62     
  2006   055643-680712   05:56:43.06   -68:07:12.86   15.0        ...             15.0        2               0.63     
  2007   055645-671145   05:56:44.58   -67:11:40.13   5.6         0.9             5.64        0.09            0.86     
  2008   055649-693652   05:56:49.15   -69:36:51.97   20.0        ...             20.0        2               0.61     
  2009   055651-671623   05:56:52.94   -67:16:30.06   8.0         ...             8.1         0.8             1.07     
  2010   055653-682228   05:56:52.99   -68:22:27.96   96.0        ...             109.6       0.4             0.79     
  2011   055655-662906   05:56:54.98   -66:29:06.07   49.0        2               50.4        0.4             0.7      
  2012   055657-705852   05:56:58.28   -70:58:52.50   4.0         ...             5.0         0.5             0.7      
  2013   055657-661727   05:56:56.07   -66:17:00.32   4.0         ...             4.4         0.4             0.73     
  2014   055657-715955   05:56:57.91   -71:59:54.61   81.0        2               96.7        0.5             0.78     
  2015   055701-703124   05:57:01.88   -70:31:21.72   7.0         1               7.1         0.1             0.63     
  2016   055706-680234   05:57:05.95   -68:02:34.14   37.0        2               44.0        0.5             0.63     
  2017   055713-705936   05:57:13.46   -70:59:35.83   12.0        1               11.5        0.1             0.81     
  2018   055715-681834   05:57:15.04   -68:18:32.41   19.0        2               18.8        0.2             0.79     
  2019   055717-651732   05:57:17.79   -65:17:19.38   7.0         ...             7.1         0.7             0.81     
  2020   055720-694249   05:57:20.32   -69:42:56.75   10.0        ...             10.0        1               0.86     
  2021   055734-685338   05:57:33.59   -68:53:37.15   26.0        ...             28.7        0.3             0.74     
  2022   055737-715157   05:57:36.99   -71:51:56.84   19.0        ...             20.0        2               0.66     
  2023   055801-694415   05:58:00.87   -69:44:16.36   36.0        ...             36.0        4               0.69     
  2024   055804-654816   05:58:04.12   -65:48:14.49   22.0        2               21.6        0.2             1.22     
  2025   055806-683328   05:58:06.21   -68:33:28.19   54.0        ...             68.8        0.4             0.77     
  2026   055807-674013   05:58:07.35   -67:40:14.49   18.0        2               23.1        0.5             0.7      
  2027   055810-674817   05:58:08.95   -67:48:12.58   6.0         ...             6.5         0.7             0.7      
  2028   055812-670444   05:58:12.25   -67:04:46.91   10.0        1               9.9         0.1             0.64     
  2029   055818-664246   05:58:18.65   -66:42:41.71   8.0         1               8.2         0.1             0.65     
  2030   055823-675526   05:58:23.55   -67:55:26.11   15.0        ...             15.0        2               0.8      
  2031   055824-671828   05:58:24.30   -67:18:12.91   7.0         ...             7.4         0.7             1.07     
  2032   055825-653648   05:58:25.02   -65:36:54.69   7.0         ...             7.3         0.7             0.83     
  2033   055826-660515   05:58:26.22   -66:05:15.42   25.0        ...             26.0        3               0.96     
  2034   055829-682437   05:58:29.13   -68:24:37.02   31.0        ...             31.0        3               0.75     
  2035   055830-694223   05:58:29.38   -69:42:32.30   3.0         ...             3.0         ...             0.63     
  2036   055834-665533   05:58:34.82   -66:55:21.58   7.0         ...             7.5         0.7             0.99     
  2037   055834-711725   05:58:35.03   -71:17:20.24   5.0         ...             5.9         0.6             0.96     
  2038   055836-703810   05:58:34.86   -70:37:59.62   5.0         ...             5.2         0.5             0.63     
  2039   055837-712923   05:58:36.12   -71:29:20.43   8.0         ...             8.3         0.8             0.88     
  2040   055838-672908   05:58:38.16   -67:29:09.46   41.0        3               44.4        0.7             0.93     
